case_id,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,naic_cd,naics_code_description,case_violtn_cnt,cmp_assd_cnt,ee_violtd_cnt,bw_atp_amt,ee_atp_cnt,findings_start_date,findings_end_date,flsa_violtn_cnt,flsa_repeat_violator,flsa_bw_atp_amt,flsa_ee_atp_cnt,flsa_mw_bw_atp_amt,flsa_ot_bw_atp_amt,flsa_15a3_bw_atp_amt,flsa_cmp_assd_amt,sca_violtn_cnt,sca_bw_atp_amt,sca_ee_atp_cnt,mspa_violtn_cnt,mspa_bw_atp_amt,mspa_ee_atp_cnt,mspa_cmp_assd_amt,h1b_violtn_cnt,h1b_bw_atp_amt,h1b_ee_atp_cnt,h1b_cmp_assd_amt,fmla_violtn_cnt,fmla_bw_atp_amt,fmla_ee_atp_cnt,fmla_cmp_assd_amt,flsa_cl_violtn_cnt,flsa_cl_minor_cnt,flsa_cl_cmp_assd_amt,dbra_cl_violtn_cnt,dbra_bw_atp_amt,dbra_ee_atp_cnt,h2a_violtn_cnt,h2a_bw_atp_amt,h2a_ee_atp_cnt,h2a_cmp_assd_amt,flsa_smw14_violtn_cnt,flsa_smw14_bw_amt,flsa_smw14_ee_atp_cnt,cwhssa_violtn_cnt,cwhssa_bw_amt,cwhssa_ee_cnt,osha_violtn_cnt,osha_bw_atp_amt,osha_ee_atp_cnt,osha_cmp_assd_amt,eppa_violtn_cnt,eppa_bw_atp_amt,eppa_ee_cnt,eppa_cmp_assd_amt,h1a_violtn_cnt,h1a_bw_atp_amt,h1a_ee_atp_cnt,h1a_cmp_assd_amt,crew_violtn_cnt,crew_bw_atp_amt,crew_ee_atp_cnt,crew_cmp_assd_amt,ccpa_violtn_cnt,ccpa_bw_atp_amt,ccpa_ee_atp_cnt,flsa_smwpw_violtn_cnt,flsa_smwpw_bw_atp_amt,flsa_smwpw_ee_atp_cnt,flsa_hmwkr_violtn_cnt,flsa_hmwkr_bw_atp_amt,flsa_hmwkr_ee_atp_cnt,flsa_hmwkr_cmp_assd_amt,ca_violtn_cnt,ca_bw_atp_amt,ca_ee_atp_cnt,pca_violtn_cnt,pca_bw_atp_amt,pca_ee_atp_cnt,flsa_smwap_violtn_cnt,flsa_smwap_bw_atp_amt,flsa_smwap_ee_atp_cnt,flsa_smwft_violtn_cnt,flsa_smwft_bw_atp_amt,flsa_smwft_ee_atp_cnt,flsa_smwl_violtn_cnt,flsa_smwl_bw_atp_amt,flsa_smwl_ee_atp_cnt,flsa_smwmg_violtn_cnt,flsa_smwmg_bw_atp_amt,flsa_smwmg_ee_atp_cnt,flsa_smwsl_violtn_cnt,flsa_smwsl_bw_atp_amt,flsa_smwsl_ee_atp_cnt,eev_violtn_cnt,h2b_violtn_cnt,h2b_bw_atp_amt,h2b_ee_atp_cnt,sraw_violtn_cnt,sraw_bw_atp_amt,sraw_ee_atp_cnt,ld_dt,industry_code,industry_title
1460595,Clinica Hispana 3,Clinica Hispana PA,8410 Fondren,Houston,TX,77074,621111,Offices of Physicians (except Mental Health Specialists),2,0,1,491.13,1,2004-10-11,2006-10-11,2,N/A,491.13,1,0,491.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,6211,Offices of physicians
1506980,King Cheese Cake Company,King Cheesecake Company Inc.,150 Lockhaven Drive,Houston,TX,77073,424490,Other Grocery and Related Products Merchant Wholesalers,1,0,0,0,0,2006-03-30,2008-03-29,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,4244,Grocery and related product wholesalers
1486405,Miyako I,Miyako I,6347 Westheimer,Houston,TX,77057,722110,Full-Service Restaurants,1,0,1,1389,1,2005-11-05,2007-06-09,1,N/A,1389,1,0,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,7221,Full-service restaurants
1398680,Thomas Bar-B-Que,Jung Park Partnership,5594 North Freeway,Houston,TX,77076,722211,Limited-Service Restaurants,0,0,0,0,0,2003-04-11,2005-04-07,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,7222,Limited-service eating places
1664105,LabCorp,Laboratory Corporation of America Holdings,7207 N Gessner,Houston,TX,77040,621511,Medical Laboratories,0,0,1,0,0,2010-10-05,2011-03-06,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,6215,Medical and diagnostic laboratories
1426995,Cypress-Fairbanks ISD,Cypress-Fairbanks Independent School District,11430 Falcon Street,Houston,TX,77095,4854,School and Employee Bus Transportation,0,0,1,0,0,2004-01-17,2006-01-14,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,4854,School and employee bus transportation
1720150,"SEC Enerngy Products & Services, L.P.","Enerngy Products & Services, L.P.",9523 Fairbanks N Houston Road,Houston,TX,77064,333132,Oil and Gas Field Machinery and Equipment Manufacturing,2,0,0,0,0,2012-04-15,2014-04-12,2,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,3331,"Ag., construction, and mining machinery mfg."
1500347,A & J Drywall,Alfredo Alejo & Jesus S. Quiroga,15018 Kaler Road,Houston,TX,77060,238310,Drywall and Insulation Contractors,10,0,9,3505.76,9,2007-05-01,2007-12-31,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3505.76,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,2383,Building finishing contractors
1463681,Inchcape Shipping Services,ISS Marine Services Inc.,"2180 N. Loop West, Suite 200",Houston,TX,77018,48833,Navigational Services to Shipping,3,0,1,600.97,1,2006-03-05,2006-10-28,3,N/A,600.97,1,119.48,481.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,4883,Support activities for water transportation
1390572,Superior Protection Inc.,Superior Protection Inc.,"9601 Katy Frwy, Suite 280",Houston,TX,77024,561612,Security Guards and Patrol Services,112,0,48,60385.07,48,2004-10-25,2004-11-07,0,N/A,0,0,0,0,0,0,95,55832.85,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4552.22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,5616,Investigation and security services
1651385,Pathway to Learning Preschool,Pathway to Learning School Inc.,10625 VETERANS MEMORIAL DR,Houston,TX,77038,624410,Child Day Care Services,23,0,13,18593.24,13,2010-05-14,2012-05-11,23,N/A,18593.24,13,7918.95,10674.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,6244,Child day care services
1594614,Therapy Consultants,MedPerm Placement Inc.,11407 Meadow Lake Drive,Houston,TX,77077,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",2,0,2,11388.01,2,2008-09-02,2010-08-31,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11388.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-11 02:22:25 EDT,6213,Offices of other health practitioners
1778254,Pondicheri,"Pondicheri Houston, LLC",2800 Kirby Dr.,Houston,TX,77098,722110,Full-Service Restaurants,1,0,0,0,0,2013-12-31,2015-12-29,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-11 02:22:25 EDT,7221,Full-service restaurants
1431694,Dillards,Dillards Texas Operating Limited Partnership,10 Greens Point Mall,Houston,TX,77060,4521,Department Stores,0,0,1,0,0,2005-05-25,2005-05-30,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,4521,Department stores
1645744,Salata,Salata Vintage Park L.L.C,130 Vinage Park,Houston,TX,77070,722211,Limited-Service Restaurants,19,0,16,13564.03,16,2010-03-03,2012-03-02,19,N/A,13564.03,16,0.63,13563.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,7222,Limited-service eating places
1412041,"Continuum Community Healthcare, LLC","Continuum Healthcare, LLC",6614 Hornwood,Houston,TX,77074,621420,Outpatient Mental Health and Substance Abuse Centers,16,0,16,5104.51,16,2005-02-03,2005-11-20,16,N/A,5104.51,16,944.07,4160.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,6214,Outpatient care centers
1562947,Klenk Elementary,"Klenk Elementary, Klein Independent School Di",6111 Bourgeois,Houston,TX,77066,611110,Elementary and Secondary Schools,7,0,6,21505.52,6,2008-10-13,2010-10-12,7,N/A,21505.52,6,0,21505.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,6111,Elementary and secondary schools
1590137,"Saga Consulting Services, LLC","INTERNATIONAL TECHNOLOGIES PRO, LLC","1616 S. Voss Road, #350",Houston,TX,77057,541511,Custom Computer Programming Services,2,0,1,22313.6,1,2009-01-17,2011-01-15,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22313.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,5415,Computer systems design and related services
1533018,Clean Harbors Environmental Services,"Harbors Industrial Services Texas, L.P.",2202 Genoa Red Bluff,Houston,TX,77034,562211,Hazardous Waste Treatment and Disposal,0,0,1,0,0,2007-06-18,2009-06-17,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,5622,Waste treatment and disposal
1510367,Lonestar Seafood & Steak Restaurant,Jennifer Corporation,11265 Huffmeister Road,Houston,TX,77065,722110,Full-Service Restaurants,2,0,1,699.15,1,2008-02-27,2008-06-08,2,N/A,699.15,1,0,699.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,7221,Full-service restaurants
1443945,"Caring Professional Health Services, Inc.","Caring Professional Health Services, Inc.",8300 Bissonnet Suite 150,Houston,TX,77074,623990,Other Residential Care Facilities,6,1000,5,59474.91,5,2004-02-21,2006-08-19,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,6,59474.91,5,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,6239,Other residential care facilities
1328795,"Zhang & Associates, P. C.","Zhang & Associates, P.C.","7324 Southwest Frwy., Ste. 1088",Houston,TX,77074,54111,Offices of Lawyers,1,0,1,1130.79,1,2003-08-10,2003-10-31,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1130.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,5411,Legal services
1402633,The State Grille,"2925 Weslayan Partners, Ltd",2925 Weslayan,Houston,TX,77027,7221,Full-Service Restaurants,9,0,9,663.95,9,2003-04-19,2005-04-16,9,N/A,663.95,9,0,663.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,7221,Full-service restaurants
1596951,Taconmadre,"Ernesto Enterprise, Corp.",905 Edgebrook,Houston,TX,77061,722211,Limited-Service Restaurants,38,0,19,40081.46,19,2009-01-26,2011-01-23,38,N/A,40081.46,19,22219.74,17861.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,7222,Limited-service eating places
1421514,"Texas Liqua Tech Services, Inc.","Texas Liqua Tech Services, Inc.",1819 Milby St.,Houston,TX,77003,23816,Roofing Contractors,1,0,1,131.75,1,2003-11-09,2005-10-02,1,N/A,131.75,1,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,2381,Building foundation and exterior contractors
1607804,Subway,"Nitu, Inc","9894 Bissonnet, Suite 307",Houston,TX,77036,722211,Limited-Service Restaurants,11,2420,11,993.91,11,2009-03-23,2011-03-22,11,R,993.91,11,334.48,659.43,0,2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,7222,Limited-service eating places
1634370,La Pupusa Loca Restaurant #3,La Pupusa Loca Restaurant #3,"11200 Hammerly Blvd,",Houston,TX,77080,722110,Full-Service Restaurants,7,0,3,4206.94,3,2009-12-10,2011-12-07,7,N/A,4206.94,3,3558.05,648.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,7221,Full-service restaurants
1610878,"Prodesign Services, LLC",Prodesign Engineering Services Private Limite,11806 Wilcrest Drive #204,Houston,TX,77031,541519,Other Computer Related Services,1,0,0,0,0,2009-02-15,2011-02-14,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,5415,Computer systems design and related services
1448722,Colosseum Italian Restaurant,"Colosseum Italian Restaurant, Inc",16608 El Camino Real,Houston,TX,77062,722110,Full-Service Restaurants,0,0,0,0,0,2004-07-13,2006-07-12,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,7221,Full-service restaurants
1684779,Cornerstone Children Academy,"SHALOM VENTURES, LLC",8515 Brookwulf Dr.,Houston,TX,77072,624410,Child Day Care Services,19,0,11,5769.44,11,2012-01-07,2013-03-16,19,N/A,5769.44,11,4551.35,1218.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,6244,Child day care services
1685551,"Standard Mechanical Systems, LP","Standard Mechanical Systems, LP",10757 Cutten Road Building 4,Houston,TX,77066,238220,"Plumbing, Heating, and Air-Conditioning Contractors",45,0,38,7193.98,38,2011-03-04,2013-03-02,37,N/A,6529.96,37,0,6529.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,664.02,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,2382,Building equipment contractors
1737130,LMT Construction,"LMT Construction, LLC",430 A West Gulf Bank,Houston,TX,77037,236116,New Multifamily Housing Construction (except Operative Builders),0,0,0,0,0,2014-04-24,2014-08-02,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-05-08 01:00:06 EDT,2361,Residential building construction
1598174,Girls and Boys Preparatory Academy,Association for the Development of Academic E,8282 Bissonnet St,Houston,TX,77074,611110,Elementary and Secondary Schools,0,0,0,0,0,2008-08-06,2010-08-05,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,6111,Elementary and secondary schools
1628199,Apple Dentists,"Apple Dentists, PLLC",11900 Bellaire Blvd.,Houston,TX,77072,621210,Offices of Dentists,12,0,9,2685.87,9,2009-04-17,2011-04-16,12,N/A,2685.87,9,41.26,2644.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,6212,Offices of dentists
1616728,Sicola Corp. Landscape,Sicola Corporation,5616 Pinemont,Houston,TX,77092,561730,Landscaping Services,65,0,60,43340.44,60,2009-04-23,2011-04-20,59,N/A,42633.54,58,0,42633.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,267.37,2,0,0,0,0,0,0,0,3,439.53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,5617,Services to buildings and dwellings
1511067,Olshan Foundation Repair Company,"Olshan Foundation Repair Company, LLC",5902 West 34th Street,Houston,TX,77092,238110,Poured Concrete Foundation and Structure Contractors,1,0,1,2800,1,2006-06-02,2008-06-01,1,R,2800,1,0,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,2381,Building foundation and exterior contractors
1427008,D & F Security Guard,"D & F Security Guard and Patrol Services, Inc","11250 West Road, Suite I-2",Houston,TX,77065,561612,Security Guards and Patrol Services,4,0,4,600,4,2005-01-18,2006-02-25,4,R,600,4,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,5616,Investigation and security services
1380457,Verizon Wireless,Verizon Wireless Texas LLC,5959 Corporate Drive,Houston,TX,77035,517212,Cellular and Other Wireless Telecommunications,0,0,1,0,0,2004-07-03,2004-10-02,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,5172,Wireless telecommunications carriers
1610738,Golden Seafood Restaurant #2,Golden Quest Limited Partnership,903 S 75th St.,Houston,TX,77023,722110,Full-Service Restaurants,13,0,11,3595,11,2009-05-06,2011-05-05,13,N/A,3595,11,1825.36,1769.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06 EST,7221,Full-service restaurants
